geneName,Duct_1,Duct_2,ZoneABC,ZoneA_MaSp1,ZoneA_MaSp2,ZoneA_SpiCE-LMa3,ZoneB_MaSp3,ZoneC_SpiCE-LMa1,ZoneC,ZoneB,ZoneA,Tail,Sac,Duct
alas1_2,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,70,NA
LASC015247,NA,NA,NA,NA,NA,NA,39,17,80,NA,NA,NA,NA,NA
LASC000534,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,17,NA
ldlrap1-a,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA
adgrl3_2,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
raph1,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
mogat1_2,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
tox3_tox4,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
slc13a5,NA,NA,NA,NA,NA,NA,46,80,34,NA,NA,NA,43,NA
LASC000533,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA
fasn_13,NA,NA,NA,NA,NA,NA,48,NA,79,NA,NA,NA,78,NA
slc9a2,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA
rlbp1_11,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA
LASC003583,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA
ninj2_3,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
dnajc1,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
LASC008291,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA
tub2,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
slc8a2,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
fgfrl1_5,NA,NA,NA,NA,NA,NA,57,NA,NA,19,NA,NA,NA,NA
cnbp_2,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA
LASC016514,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA
LASC021117,25,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
flo2,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA
stan,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
stk39,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA
tox2_tox3,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA
pogz,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA
lrmp_mrvi1,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA
slc16a10_2,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA
tpo_pxt,NA,NA,NA,NA,NA,NA,68,85,NA,72,NA,NA,39,NA
slc18b1_3,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA
exd2,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA
abca3_abca17_2,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA
LASC019383,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA
LASC021154,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA
LASC005177,NA,NA,NA,NA,NA,NA,74,NA,NA,70,NA,NA,NA,NA
mew_ina-1,NA,86,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA
cg32809,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA
galt-1_2,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA
mt:nd1,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA
smcr8b,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,NA,NA
apkc,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA
LASC018818,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA
LASC000811,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,NA,NA
tpst,NA,NA,NA,NA,NA,NA,83,97,94,NA,NA,NA,NA,NA
wls,86,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA
LASC005077,NA,NA,37,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA
slmo,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA
eys,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA
cfad,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA
smtn,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
cd109,NA,NA,NA,NA,NA,NA,91,NA,86,NA,NA,NA,NA,NA
LASC003916,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,51,NA
efnb1,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA
wdhd1,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA
LASC000396,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA
ldb2,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA
cndp2,NA,NA,NA,NA,NA,NA,97,NA,82,NA,NA,NA,NA,NA
mthfd2,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,23,49,NA,NA
plekho1,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA
LASC013229,NA,NA,NA,NA,NA,NA,NA,1,13,NA,NA,NA,68,NA
spa,NA,NA,2,NA,NA,NA,NA,2,9,NA,NA,NA,95,NA
LASC010016,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,57,NA
LASC004595,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,85,NA
LASC012648,NA,NA,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA
LASC017532,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA
LASC007993,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,97,NA
aael008004_2,NA,NA,NA,NA,NA,NA,NA,8,44,NA,NA,NA,36,NA
pnliprp1,NA,NA,NA,NA,NA,NA,NA,9,11,NA,NA,NA,80,NA
LASC009427,NA,NA,3,NA,NA,NA,NA,10,43,NA,NA,NA,NA,NA
LASC018595,NA,NA,NA,NA,NA,NA,NA,12,4,NA,NA,NA,NA,NA
LASC020242,NA,NA,NA,NA,NA,NA,NA,13,8,NA,NA,NA,NA,NA
LASC007099,NA,NA,NA,NA,NA,NA,NA,14,23,NA,NA,NA,NA,NA
LASC009428,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,100,NA
LASC007995,NA,NA,NA,NA,NA,NA,NA,16,19,NA,NA,NA,45,NA
entpd1,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,4,NA
sams-4_mat2a_mat1a,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
jhamt_14,NA,NA,NA,NA,NA,NA,NA,20,47,NA,NA,NA,11,NA
agmo_3,NA,NA,NA,NA,NA,NA,NA,21,22,NA,NA,NA,NA,NA
pxd_pxt_2,NA,NA,NA,NA,NA,NA,NA,22,54,NA,NA,NA,66,NA
asna,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,48,NA
elovl7_10,NA,NA,NA,NA,NA,NA,NA,24,32,NA,NA,NA,NA,NA
nrf-6_9,NA,NA,NA,NA,NA,NA,NA,25,18,NA,NA,NA,NA,NA
cyp4v2_15,NA,NA,NA,NA,NA,NA,NA,26,25,20,NA,NA,92,NA
npc2a_2,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA
cg5065,NA,NA,NA,NA,NA,NA,NA,28,65,NA,NA,NA,NA,NA
aael008004_elovl1,NA,NA,NA,NA,NA,NA,NA,29,15,NA,NA,NA,NA,NA
lrmda_vnn1,NA,NA,NA,NA,NA,NA,NA,30,91,NA,NA,NA,65,NA
elovl7_3,NA,NA,NA,NA,NA,NA,NA,31,33,NA,NA,NA,NA,NA
LASC017807,NA,NA,NA,NA,NA,NA,NA,32,62,NA,NA,NA,79,NA
LASC017219,NA,NA,9,NA,NA,NA,NA,33,31,NA,NA,NA,NA,NA
nrf-6_29,NA,NA,NA,NA,NA,NA,NA,34,45,NA,NA,NA,62,NA
jhamt_7,NA,NA,NA,NA,NA,NA,NA,35,29,NA,NA,NA,33,NA
far1_wat,NA,NA,NA,NA,NA,NA,NA,36,10,NA,NA,NA,NA,NA
elovl7_11,NA,NA,NA,NA,NA,NA,NA,37,48,NA,NA,NA,NA,NA
lysd,NA,NA,NA,NA,NA,NA,NA,39,99,NA,NA,NA,40,NA
tmem163,NA,NA,NA,NA,NA,NA,NA,40,55,NA,NA,NA,21,NA
fmo2_5,NA,NA,NA,NA,NA,NA,NA,41,59,NA,NA,NA,12,NA
spz3_2,NA,NA,NA,NA,NA,NA,NA,42,17,NA,NA,NA,84,NA
orct_22,NA,NA,NA,NA,NA,NA,NA,43,66,NA,NA,NA,90,NA
LASC005034,NA,NA,NA,NA,NA,NA,NA,44,12,NA,NA,NA,NA,NA
LASC007083,NA,NA,NA,NA,NA,NA,NA,45,40,NA,NA,NA,NA,NA
LASC010687,NA,NA,NA,NA,NA,NA,NA,46,42,NA,NA,NA,NA,NA
ttpal_clvs2_3,NA,NA,NA,NA,NA,NA,NA,47,20,NA,NA,NA,NA,NA
hsd17b2_3,NA,NA,NA,NA,NA,NA,NA,48,70,NA,NA,NA,NA,NA
LASC016424,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA
ephx1_2,NA,NA,NA,NA,NA,NA,NA,50,39,NA,NA,NA,NA,NA
cg5065_2,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,27,NA
mttp_2,NA,NA,NA,NA,NA,NA,NA,52,50,NA,NA,NA,83,NA
pnliprp3_pnlip,NA,NA,NA,NA,NA,NA,NA,53,21,NA,NA,NA,87,NA
crip1,NA,NA,NA,NA,NA,NA,NA,54,56,NA,NA,NA,NA,NA
LASC017213,NA,NA,NA,NA,NA,NA,NA,55,2,NA,NA,NA,NA,NA
lrp2bp,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,94,NA
hsd17b12,NA,NA,NA,NA,NA,NA,NA,57,78,NA,NA,NA,NA,NA
ywrd_5,NA,NA,55,NA,NA,NA,NA,58,75,NA,NA,NA,NA,NA
ucp2,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA
fasn_9,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA
hsd17b6_hsd17b2,NA,NA,NA,NA,NA,NA,NA,61,35,NA,NA,NA,NA,NA
fasn_8,NA,NA,NA,NA,NA,NA,NA,62,28,NA,NA,NA,91,NA
abcc1_7,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA
LASC012649,NA,NA,4,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA
LASC002254,NA,NA,NA,NA,NA,NA,NA,65,38,NA,NA,NA,1,NA
me1,NA,NA,NA,NA,NA,NA,NA,66,53,NA,NA,NA,NA,NA
cyp3a21_cyp6a13_cyp3a11,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA
jhamt_13,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA
ttc39b_2,NA,NA,NA,NA,NA,NA,NA,69,64,NA,NA,NA,82,NA
aael008004,NA,NA,NA,NA,NA,NA,NA,70,46,NA,NA,NA,20,NA
dcd2b,NA,NA,NA,NA,NA,NA,NA,71,41,NA,NA,NA,29,NA
LASC013967,NA,NA,NA,NA,NA,NA,NA,72,36,NA,NA,NA,NA,NA
faxdc2_7,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,53,NA
LASC022179,NA,NA,NA,NA,NA,NA,NA,74,14,NA,NA,NA,NA,NA
sult1c2_6,NA,NA,NA,NA,NA,NA,NA,75,72,85,NA,NA,58,NA
tmem68,NA,NA,NA,NA,NA,NA,NA,76,52,NA,NA,NA,34,NA
otx2-a,NA,NA,NA,NA,NA,NA,NA,77,76,NA,NA,NA,NA,NA
pank1,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA
srrm2,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,41,NA
foxp1b,NA,NA,NA,NA,NA,NA,NA,81,67,NA,NA,NA,NA,NA
mgll,NA,NA,53,NA,NA,NA,NA,82,89,NA,NA,NA,NA,NA
sorbs1_2,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA
esr16,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA
spdl1-b,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA
elovl4,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA
nrf-6_27,NA,NA,NA,NA,NA,NA,NA,88,85,NA,NA,NA,NA,NA
slc6a9_2,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA
LASC003333,NA,NA,NA,NA,NA,NA,NA,90,84,NA,NA,NA,NA,NA
miga,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA
sec14l2_21,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA
LASC018461,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA
slit3_5,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA
picot_18,NA,NA,NA,NA,NA,NA,NA,95,49,NA,NA,NA,30,NA
ppwd1,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA
map3k9_2,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,NA
arl6ip1,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA
LASC018762,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
LASC016362,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC022033,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
LASC018764,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC001730,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC019275,6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC004790,7,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68
LASC020962,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
obst-e_2,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC012976,10,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC018721,11,43,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA
slc35g1_3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
calu,13,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vha14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC020524,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
paox,16,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zig-4,18,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pld3,19,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
ncam1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC011172,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
harbi1_11,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tnrc18_wge,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taf12,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gluria,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tmem205_2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
csmd1_4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC015386,32,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC019407,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gstz1_2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tmem17b_2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc43a3_2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
btbd10,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
casp3_casp7,38,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cryaa,39,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA
tulp3,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pxn,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tll1,42,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
LASC003147,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc16a12_slc16a4,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lrrn2,45,81,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA
dnajc13,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dop2r,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
calub,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clcn2_clc-a,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
api5,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hcb,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fhdc1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC011249,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
unc-71_adam11,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pprc1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
larp4b,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
znf569_3,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC019774,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nsd3_nsd2,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fkrp,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oatp74d_3,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jmjd7,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vha26,64,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zc3h12b,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fp-1_2,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
stx1b_unc-64_stx1a,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pigs,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cd109_6,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nup42,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ift88,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
seld,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC019097,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
msantd2_3,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
slc9a3_2,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
radx,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hif1a,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
znf876p_znf397_znf577_znf2,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC003343,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LASC000094,85,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
