geneName,Duct_1,Duct_2,ZoneABC,ZoneA_MaSp1,ZoneA_MaSp2,ZoneA_SpiCE-LMa3,ZoneB_MaSp3,ZoneC_SpiCE-LMa1,ZoneC,ZoneB,ZoneA,Tail,Sac,Duct
moxd1,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA
pgp_2,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA
gulp1,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA
cg8399,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA
ndc1,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA
LASC002562,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA
LASC013964,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA
pus7,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA
LASC019127,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA
arl6ip5,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA
glmn,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA
fam107b,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA
tdpoz4_15,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA
alpl_8,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA
kcp_2,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA
acsl5_2,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,76,NA
scd5_4,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,60,NA
faah2_7,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA
scd5_3,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA
cpib,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA
jafrac1,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA
LASC010012,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
rdh7_hsd17b2,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,72,NA
slc16a9_7,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA
b4gat1_2,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA
LASC002536,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA
calr_crt,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA
paqr5,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA
cht10_chi3l2,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,23,NA
rimbp2_2,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA
LASC007994,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA
cg3556,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA
cpt1a,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA
tm_fabg,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA
aael006169,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA
cg31145_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA
LASC008811,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA
btd,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA
ivns1abp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA
slc1a2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
LASC012306,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA
LASC011824,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA
LASC019923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,42,NA,NA
tspan11_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
slc5a8_cg32669_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA
LASC020895,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA
LASC008663,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA
acpp,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA
LASC007798,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA
AgSp2b,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
acan_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA
LASC013802,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA
jhamt_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA
AgSp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA
LASC007790,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA
pf14_infb_ppe21,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA
acsl1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA
aldh1a2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA
cyp3a5_cyp3a21_cyp3a11,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA
LASC018800,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA
LASC001437,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA
peamt,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA
svop_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA
a2m_a2ml1,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA
LASC013072,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA
LASC013608,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA
LASC000340,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA
pzp,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA
LASC013801,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA
LASC009143,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA
LASC007109,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA
lrrn3,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA
LASC008305,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA
grn_8,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA
LASC011565,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA
grn_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA
LASC009842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,47,NA,NA
ppn_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA
LASC013070,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA
hebp2,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA
FlSpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA
LASC001436,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA
LASC020819,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA
abhd11_20,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA
LASC002796,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA
LASC013405,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA
sod3,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA
LASC012206,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA
LASC009362,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA
mat1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA
LASC016867,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA
LASC015022,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA
tat_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA
epb41l3_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA
plin2,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA
LASC022638,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA
lrp1_cblif,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA
LASC016866,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA
LASC004546,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA
tgfbi_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA
sowahc,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA
LASC012458,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,NA,NA
sumf1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA
nt1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
acsl1_acsl5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA
LASC006986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
tmem68_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA
cldnd1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA
sdr2b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
LASC022112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA
xxylt1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
rps7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
dap,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA
kcp_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
LASC004995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
LASC005504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83
LASC009571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45
slc17a8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
LASC020142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
LASC017515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22
cdh23_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
cyp3a21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA
mj0678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
rassf10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
garem1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32
stox1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
syx1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
hrh1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
LASC010312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57
LASC005740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
rpl9_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA
slc5a9_slc5a11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA
LASC015405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA
slc10a2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA
rdr1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA
flvcr2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA
upk1b_tspan36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
LASC001429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA
LASC001460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23
lrrc6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA
LASC001050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
ago3_ago4_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA
hpgd_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
LASC022034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
nrf-6_50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA
nrf-6_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA
LASC016933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
elovl6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
LASC010388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76
LASC022161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
LASC022353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA
nupr1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA
fzd4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
reck_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
mpv17l2_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA
c1galta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA
LASC013178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA
ubx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
mfsd6_15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
mfsd6_16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA
aael003512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
rps25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
LASC008645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
nhs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
rnasek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
pde10a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA
b4gat1_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
sn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
LASC021818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
LASC010420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA
adf1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA
LASC000038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
slc16a3_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA
scnn1a_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA
LASC017285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25
slc5a8_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
LASC003058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
mas_ppaf2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
hsp70b2_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA
cg5065_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA
n_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
c38c10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
inx2_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26
spop_19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
LASC010014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA
elovl1_7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA
vnn1_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85
lhfpl4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA
dhh-a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
usp54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA
LASC003517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA
nab1_nab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA
shmt2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA
slc35g1_5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA
ush1g_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41
LASC016967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38
galnt2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
LASC018530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
agrn_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
slc13a5_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
LASC020899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
LASC009424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA
gale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA
bmp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
LASC002836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
LASC002844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
dhrs7_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA
lrrc4c_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
LASC006288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35
LASC017685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA
rpl-36.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
rpl22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
ndrg3_ndrg4-a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
LASC020782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
gale_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
efnb2a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
LASC008201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
LASC001766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA
cg9801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
LASC001826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
LASC011772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA
hth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
LASC004246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA
LASC005578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
LASC007251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
slc16a6_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
ncam1_cadm2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
hs3st3b1_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40
